second,visitors_per_second,unique_computers,data_sent,is_attack
1245,97,45,485000,0
1246,99,42,495000,0
1247,92,41,460000,0
1248,92,44,460000,0
1249,104,49,520000,0
1250,89,49,445000,0
1251,107,43,535000,0
1252,115,40,575000,0
1253,101,52,505000,0
1254,91,52,455000,0
1255,100,51,500000,0
1256,78,44,390000,0
1257,109,42,545000,0
1258,106,41,530000,0
1259,100,57,500000,0
1260,103,43,515000,0
1261,86,55,430000,0
1262,96,47,480000,0
1263,106,46,530000,0
1264,88,51,440000,0
1265,104,52,520000,0
1266,86,40,430000,0
1267,92,58,460000,0
1268,91,43,455000,0
1269,80,55,400000,0
1270,87,49,435000,0
1271,86,44,430000,0
1272,93,55,465000,0
1273,103,55,515000,0
1274,106,56,530000,0
1275,103,52,515000,0
1276,111,44,555000,0
1277,106,50,530000,0
1278,120,40,600000,0
1279,100,57,500000,0
1280,117,46,585000,0
1281,131,42,655000,0
1282,100,48,500000,0
1283,80,40,400000,0
1284,96,40,480000,0
1285,111,59,555000,0
1286,101,51,505000,0
1287,83,54,415000,0
1288,105,51,525000,0
1289,86,56,430000,0
1290,93,58,465000,0
1291,120,55,600000,0
1292,95,40,475000,0
1293,118,49,590000,0
1294,79,43,395000,0
1295,98,44,490000,0
1296,115,40,575000,0
1297,89,44,445000,0
1298,96,52,480000,0
1299,108,52,540000,0
1300,121,54,605000,0
1301,111,51,555000,0
1302,95,54,475000,0
1303,93,53,465000,0
1304,96,53,480000,0
1305,102,41,510000,0
1306,96,54,480000,0
1307,84,45,420000,0
1308,91,58,455000,0
1309,102,44,510000,0
1310,103,48,515000,0
1311,105,45,525000,0
1312,102,43,510000,0
1313,90,48,450000,0
1314,72,56,360000,0
1315,116,47,580000,0
1316,93,57,465000,0
1317,121,42,605000,0
1318,84,46,420000,0
1319,105,54,525000,0
1320,86,54,430000,0
1321,100,49,500000,0
1322,116,40,580000,0
1323,96,54,480000,0
1324,104,48,520000,0
1325,118,47,590000,0
1326,86,57,430000,0
1327,97,41,485000,0
1328,93,44,465000,0
1329,94,46,470000,0
1330,103,43,515000,0
1331,100,42,500000,0
1332,97,41,485000,0
1333,97,58,485000,0
1334,102,49,510000,0
1335,93,48,465000,0
1336,97,41,485000,0
1337,118,47,590000,0
1338,98,50,490000,0
1339,80,44,400000,0
1340,107,41,535000,0
1341,91,58,455000,0
1342,95,51,475000,0
1343,93,56,465000,0
1344,78,44,390000,0
1345,108,46,540000,0
1346,110,45,550000,0
1347,100,43,500000,0
1348,84,54,420000,0
1349,105,43,525000,0
1350,106,44,530000,0
1351,111,44,555000,0
1352,96,43,480000,0
1353,102,52,510000,0
1354,97,57,485000,0
1355,112,58,560000,0
1356,114,59,570000,0
1357,113,46,565000,0
1358,86,53,430000,0
1359,105,40,525000,0
1360,91,55,455000,0
1361,93,44,465000,0
1362,93,40,465000,0
1363,91,51,455000,0
1364,75,48,375000,0
1365,95,51,475000,0
1366,98,44,490000,0
1367,112,51,560000,0
1368,110,41,550000,0
1369,97,40,485000,0
1370,78,50,390000,0
1371,91,43,455000,0
1372,95,58,475000,0
1373,110,50,550000,0
1374,96,52,480000,0
1375,101,47,505000,0
1376,91,48,455000,0
1377,110,58,550000,0
1378,95,40,475000,0
1379,96,50,480000,0
1380,94,47,470000,0
1381,107,45,535000,0
1382,91,56,455000,0
1383,102,45,510000,0
1384,82,55,410000,0
1385,88,44,440000,0
1386,95,46,475000,0
1387,102,51,510000,0
1388,110,59,550000,0
1389,102,59,510000,0
1390,95,45,475000,0
1391,101,47,505000,0
1392,101,40,505000,0
1393,82,57,410000,0
1394,91,49,455000,0
1395,111,44,555000,0
1396,111,45,555000,0
1397,108,43,540000,0
1398,89,50,445000,0
1399,107,42,535000,0
1400,119,59,595000,0
1401,101,46,505000,0
1402,91,49,455000,0
1403,105,57,525000,0
1404,99,59,495000,0
1405,95,52,475000,0
1406,91,49,455000,0
1407,103,40,515000,0
1408,94,55,470000,0
1409,105,58,525000,0
1410,93,46,465000,0
1411,84,40,420000,0
1412,94,49,470000,0
1413,87,44,435000,0
1414,111,48,555000,0
1415,85,56,425000,0
1416,107,50,535000,0
1417,80,54,400000,0
1418,109,51,545000,0
1419,98,43,490000,0
1420,112,50,560000,0
1421,95,54,475000,0
1422,80,59,400000,0
1423,102,55,510000,0
1424,111,56,555000,0
1425,108,45,540000,0
1426,105,40,525000,0
1427,106,54,530000,0
1428,113,59,565000,0
1429,89,59,445000,0
1430,113,40,565000,0
1431,101,48,505000,0
1432,78,46,390000,0
1433,107,42,535000,0
1434,118,51,590000,0
1435,100,48,500000,0
1436,105,57,525000,0
1437,125,42,625000,0
1438,98,48,490000,0
1439,100,42,500000,0
1440,100,52,500000,0
1441,87,41,435000,0
1442,93,53,465000,0
1443,135,57,675000,0
1444,113,45,565000,0
1445,104,52,520000,0
1446,107,56,535000,0
1447,98,48,490000,0
1448,102,54,510000,0
1449,92,57,460000,0
1450,98,46,490000,0
1451,98,53,490000,0
1452,119,49,595000,0
1453,104,46,520000,0
1454,109,55,545000,0
1455,113,58,565000,0
1456,95,50,475000,0
1457,99,55,495000,0
1458,97,56,485000,0
1459,101,55,505000,0
1460,93,57,465000,0
1461,90,45,450000,0
1462,74,56,370000,0
1463,116,41,580000,0
1464,95,57,475000,0
1465,105,50,525000,0
1466,83,45,415000,0
1467,96,46,480000,0
1468,102,51,510000,0
1469,102,40,510000,0
1470,92,48,460000,0
1471,87,53,435000,0
1472,110,58,550000,0
1473,93,52,465000,0
1474,121,51,605000,0
1475,99,57,495000,0
1476,98,54,490000,0
1477,101,59,505000,0
1478,111,52,555000,0
1479,104,51,520000,0
1480,98,53,490000,0
1481,94,40,470000,0
1482,101,45,505000,0
1483,93,58,465000,0
1484,95,41,475000,0
1485,101,47,505000,0
1486,82,43,410000,0
1487,92,53,460000,0
1488,85,45,425000,0
1489,98,45,490000,0
1490,118,57,590000,0
1491,115,52,575000,0
1492,89,46,445000,0
1493,99,50,495000,0
1494,100,54,500000,0
1495,111,50,555000,0
1496,93,43,465000,0
1497,114,48,570000,0
1498,104,47,520000,0
1499,99,47,495000,0
1500,88,52,440000,0
1501,84,50,420000,0
1502,101,46,505000,0
1503,83,59,415000,0
1504,82,52,410000,0
1505,113,41,565000,0
1506,123,58,615000,0
1507,82,44,410000,0
1508,99,49,495000,0
1509,100,41,500000,0
1510,99,58,495000,0
1511,102,48,510000,0
1512,101,57,505000,0
1513,97,49,485000,0
1514,105,52,525000,0
1515,99,53,495000,0
1516,89,46,445000,0
1517,103,54,515000,0
1518,88,48,440000,0
1519,107,41,535000,0
1520,97,42,485000,0
1521,100,56,500000,0
1522,98,47,490000,0
1523,96,56,480000,0
1524,115,47,575000,0
1525,93,59,465000,0
1526,89,52,445000,0
1527,86,59,430000,0
1528,89,48,445000,0
1529,112,40,560000,0
1530,109,49,545000,0
1531,103,56,515000,0
1532,94,42,470000,0
1533,105,56,525000,0
1534,103,43,515000,0
1535,105,47,525000,0
1536,96,54,480000,0
1537,109,57,545000,0
1538,95,49,475000,0
1539,94,43,470000,0
1540,93,41,465000,0
1541,102,48,510000,0
1542,117,41,585000,0
1543,121,58,605000,0
1544,105,43,525000,0
1545,90,40,450000,0
1546,117,47,585000,0
1547,92,41,460000,0
1548,104,49,520000,0
1549,105,57,525000,0
1550,79,48,395000,0
1551,102,51,510000,0
1552,97,41,485000,0
1553,97,53,485000,0
1554,107,42,535000,0
1555,101,58,505000,0
1556,121,51,605000,0
1557,84,42,420000,0
1558,95,41,475000,0
1559,98,58,490000,0
1560,95,41,475000,0
1561,83,52,415000,0
1562,109,50,545000,0
1563,100,40,500000,0
1564,110,50,550000,0
1565,104,48,520000,0
1566,119,53,595000,0
1567,105,55,525000,0
1568,101,50,505000,0
1569,101,49,505000,0
1570,90,41,450000,0
1571,93,48,465000,0
1572,102,59,510000,0
1573,107,56,535000,0
1574,95,56,475000,0
1575,119,49,595000,0
1576,93,41,465000,0
1577,99,55,495000,0
1578,87,49,435000,0
1579,97,41,485000,0
1580,95,53,475000,0
1581,108,40,540000,0
1582,92,43,460000,0
1583,93,48,465000,0
1584,119,55,595000,0
1585,84,59,420000,0
1586,104,46,520000,0
1587,101,55,505000,0
1588,112,52,560000,0
1589,102,41,510000,0
1590,95,51,475000,0
1591,101,43,505000,0
1592,87,59,435000,0
1593,103,59,515000,0
1594,98,53,490000,0
1595,92,58,460000,0
1596,98,40,490000,0
1597,105,43,525000,0
1598,114,58,570000,0
1599,106,59,530000,0
1600,94,52,470000,0
1601,103,57,515000,0
1602,91,56,455000,0
1603,100,55,500000,0
1604,86,41,430000,0
1605,116,50,580000,0
1606,96,51,480000,0
1607,83,46,415000,0
1608,86,52,430000,0
1609,93,40,465000,0
1610,96,51,480000,0
1611,91,48,455000,0
1612,77,59,385000,0
1613,95,41,475000,0
1614,85,47,425000,0
1615,97,52,485000,0
1616,104,47,520000,0
1617,92,57,460000,0
1618,96,59,480000,0
1619,109,48,545000,0
1620,118,44,590000,0
1621,101,52,505000,0
1622,97,47,485000,0
1623,113,59,565000,0
1624,102,58,510000,0
1625,102,43,510000,0
1626,93,58,465000,0
1627,117,45,585000,0
1628,118,55,590000,0
1629,121,43,605000,0
1630,100,43,500000,0
1631,77,58,385000,0
1632,81,46,405000,0
1633,108,56,540000,0
1634,103,47,515000,0
1635,104,52,520000,0
1636,102,49,510000,0
1637,110,46,550000,0
1638,101,41,505000,0
1639,102,51,510000,0
1640,117,50,585000,0
1641,98,48,490000,0
1642,105,59,525000,0
1643,78,46,390000,0
1644,91,40,455000,0
1645,100,47,500000,0
1646,93,56,465000,0
1647,92,40,460000,0
1648,88,51,440000,0
1649,120,57,600000,0
1650,79,43,395000,0
1651,109,49,545000,0
1652,111,55,555000,0
1653,100,56,500000,0
1654,79,51,395000,0
1655,109,47,545000,0
1656,109,44,545000,0
1657,114,44,570000,0
1658,115,54,575000,0
1659,107,56,535000,0
1660,99,51,495000,0
1661,99,45,495000,0
1662,106,48,530000,0
1663,111,59,555000,0
1664,119,48,595000,0
1665,81,52,405000,0
1666,101,50,505000,0
1667,99,40,495000,0
1668,109,42,545000,0
1669,105,42,525000,0
1670,86,53,430000,0
1671,97,50,485000,0
1672,100,50,500000,0
1673,107,55,535000,0
1674,102,45,510000,0
1675,109,40,545000,0
1676,101,55,505000,0
1677,88,48,440000,0
1678,99,45,495000,0
1679,111,42,555000,0
1680,103,41,515000,0
1681,88,54,440000,0
1682,97,50,485000,0
1683,93,55,465000,0
1684,71,58,355000,0
1685,98,47,490000,0
1686,97,53,485000,0
1687,85,42,425000,0
1688,110,57,550000,0
1689,105,49,525000,0
1690,100,49,500000,0
1691,102,50,510000,0
1692,114,59,570000,0
1693,97,59,485000,0
1694,97,40,485000,0
1695,104,55,520000,0
1696,112,45,560000,0
1697,94,58,470000,0
1698,75,43,375000,0
1699,96,50,480000,0
1700,92,43,460000,0
1701,112,40,560000,0
1702,101,49,505000,0
1703,99,53,495000,0
1704,103,52,515000,0
1705,111,42,555000,0
1706,99,44,495000,0
1707,102,49,510000,0
1708,108,48,540000,0
1709,96,59,480000,0
1710,101,40,505000,0
1711,123,43,615000,0
1712,102,51,510000,0
1713,105,45,525000,0
1714,93,53,465000,0
1715,96,56,480000,0
1716,99,59,495000,0
1717,104,43,520000,0
1718,109,51,545000,0
1719,112,59,560000,0
1720,90,42,450000,0
1721,90,41,450000,0
1722,103,57,515000,0
1723,109,59,545000,0
1724,101,41,505000,0
1725,97,40,485000,0
1726,114,51,570000,0
1727,82,50,410000,0
1728,121,51,605000,0
1729,93,49,465000,0
1730,80,56,400000,0
1731,89,46,445000,0
1732,102,51,510000,0
1733,101,40,505000,0
1734,91,59,455000,0
1735,83,56,415000,0
1736,104,40,520000,0
1737,112,47,560000,0
1738,105,58,525000,0
1739,96,52,480000,0
1740,116,50,580000,0
1741,101,49,505000,0
1742,98,50,490000,0
1743,101,53,505000,0
1744,117,55,585000,0
1745,99,51,495000,0
1746,90,58,450000,0
1747,99,46,495000,0
1748,99,44,495000,0
1749,104,52,520000,0
1750,104,43,520000,0
1751,113,51,565000,0
1752,112,47,560000,0
1753,105,41,525000,0
1754,80,57,400000,0
1755,104,43,520000,0
1756,105,44,525000,0
1757,113,40,565000,0
1758,91,57,455000,0
1759,91,58,455000,0
1760,108,50,540000,0
1761,100,45,500000,0
1762,102,47,510000,0
1763,101,56,505000,0
1764,106,41,530000,0
1765,98,50,490000,0
1766,85,45,425000,0
1767,101,46,505000,0
1768,116,48,580000,0
1769,104,57,520000,0
1770,111,41,555000,0
1771,110,41,550000,0
1772,106,56,530000,0
1773,93,57,465000,0
1774,100,41,500000,0
1775,101,47,505000,0
1776,90,46,450000,0
1777,82,52,410000,0
1778,70,49,350000,0
1779,107,44,535000,0
1780,78,43,390000,0
1781,96,48,480000,0
1782,96,48,480000,0
1783,97,45,485000,0
1784,92,50,460000,0
1785,96,48,480000,0
1786,99,52,495000,0
1787,94,59,470000,0
1788,94,48,470000,0
1789,96,58,480000,0
1790,98,47,490000,0
1791,113,58,565000,0
1792,98,58,490000,0
1793,89,47,445000,0
1794,107,50,535000,0
1795,100,44,500000,0
1796,92,58,460000,0
1797,106,49,530000,0
1798,96,50,480000,0
1799,99,58,495000,0
1800,6073,18776,24920000,1
1801,5341,17682,48720000,1
1802,9065,19758,41600000,1
1803,8623,19750,48925000,1
1804,8160,18978,45105000,1
1805,6889,13609,44550000,1
1806,6992,14465,46530000,1
1807,6592,19485,27295000,1
1808,7720,19583,39690000,1
1809,7470,12166,33495000,1
1810,5461,14607,36915000,1
1811,9617,18020,28215000,1
1812,8569,15042,26265000,1
1813,8558,18294,23920000,1
1814,8342,19598,37855000,1
1815,5963,10718,52725000,1
1816,6407,12211,44460000,1
1817,8685,10324,43575000,1
1818,9418,19954,29150000,1
1819,6475,13281,44500000,1
1820,8246,15827,29205000,1
1821,6758,11948,26400000,1
1822,6988,17752,51700000,1
1823,8951,14289,43860000,1
1824,7327,17658,38595000,1
1825,7111,11638,28980000,1
1826,7787,14964,29150000,1
1827,7728,10641,38710000,1
1828,5609,17501,53900000,1
1829,9428,16580,33150000,1
1830,8257,12733,22695000,1
1831,7755,16593,36935000,1
1832,7972,10960,31500000,1
1833,6729,17770,24030000,1
1834,9344,19547,40495000,1
1835,8421,11639,21870000,1
1836,9057,15626,36360000,1
1837,8877,17579,38000000,1
1838,9319,16201,29150000,1
1839,6886,16554,35990000,1
1840,6053,19614,32175000,1
1841,8781,19339,27040000,1
1842,9432,13273,41400000,1
1843,9261,19718,29070000,1
1844,9472,14261,56840000,1
1845,6744,12105,41850000,1
1846,5731,14675,35035000,1
1847,7108,15226,34965000,1
1848,6828,18284,29585000,1
1849,8437,18943,49755000,1
1850,9884,19589,47960000,1
1851,7475,16813,27160000,1
1852,5947,14399,49290000,1
1853,8334,19910,47025000,1
1854,9522,15475,34365000,1
1855,6290,10865,35640000,1
1856,7266,17893,45590000,1
1857,6411,12895,44940000,1
1858,8063,14069,27820000,1
1859,9542,18320,36800000,1
1860,8313,19411,27405000,1
1861,6184,10003,38070000,1
1862,6826,11728,42330000,1
1863,7246,15125,45540000,1
1864,6736,14593,36960000,1
1865,9779,12087,39270000,1
1866,7800,14091,43500000,1
1867,5413,12092,51940000,1
1868,9972,18844,25500000,1
1869,8663,15841,47530000,1
1870,9951,15481,24250000,1
1871,8614,18418,26460000,1
1872,8076,14682,40850000,1
1873,8766,12098,41860000,1
1874,5039,17669,32400000,1
1875,7259,13248,41340000,1
1876,8257,18482,39960000,1
1877,7642,14719,45835000,1
1878,5980,16567,26260000,1
1879,9588,13839,33440000,1
1880,5264,13902,36905000,1
1881,9756,14231,32390000,1
1882,7149,10116,37730000,1
1883,5418,17196,29880000,1
1884,9671,11266,28060000,1
1885,7867,16606,28025000,1
1886,5210,14002,42940000,1
1887,7957,18858,49290000,1
1888,6664,19299,41975000,1
1889,7634,16285,43990000,1
1890,8916,16148,27090000,1
1891,7295,18397,52800000,1
1892,7701,18978,36040000,1
1893,8116,13226,28080000,1
1894,5732,12730,41600000,1
1895,8266,15290,33600000,1
1896,9190,15482,33550000,1
1897,7927,15368,51700000,1
1898,5943,19861,28220000,1
1899,6394,15521,34400000,1
1900,6381,14229,26000000,1
1901,6001,17565,39560000,1
1902,8430,12478,27600000,1
1903,8867,12326,29150000,1
1904,6604,10310,39960000,1
1905,5670,15491,45120000,1
1906,9927,14854,35640000,1
1907,8506,13023,48985000,1
1908,6139,15175,41040000,1
1909,6330,18224,52170000,1
1910,5613,10125,35340000,1
1911,9689,13106,27300000,1
1912,7977,13153,32240000,1
1913,5110,15519,45450000,1
1914,7849,15308,49815000,1
1915,7070,12639,31620000,1
1916,5108,14222,32830000,1
1917,8252,19666,41245000,1
1918,9788,12312,27335000,1
1919,6426,16449,46440000,1
1920,8608,10103,42140000,1
1921,6998,17554,28000000,1
1922,9888,16534,31590000,1
1923,9785,13365,28500000,1
1924,9136,18653,42500000,1
1925,5161,19400,41340000,1
1926,5477,19967,28500000,1
1927,8064,10780,25850000,1
1928,8426,15502,30300000,1
1929,5409,10761,42000000,1
1930,7019,16391,39560000,1
1931,9771,11562,39655000,1
1932,7181,15776,40125000,1
1933,6098,17344,29290000,1
1934,9286,14644,27950000,1
1935,6495,14930,46250000,1
1936,8578,19605,41400000,1
1937,8852,12608,46280000,1
1938,5986,15738,30660000,1
1939,8524,15724,53900000,1
1940,9667,12288,18815000,1
1941,5486,12713,40810000,1
1942,7858,12273,33500000,1
1943,7335,15788,26880000,1
1944,8457,14090,28050000,1
1945,5324,19059,47520000,1
1946,6530,15043,35720000,1
1947,5126,19735,39605000,1
1948,7772,15341,38000000,1
1949,6625,11880,30485000,1
1950,6842,14016,33370000,1
1951,8514,15467,44460000,1
1952,8594,11188,34310000,1
1953,7016,16052,32040000,1
1954,8507,13465,29440000,1
1955,9219,17630,34980000,1
1956,7784,12801,22360000,1
1957,8648,17736,56050000,1
1958,7560,19332,48985000,1
1959,6461,10544,49500000,1
1960,7030,17815,40280000,1
1961,7029,12159,35020000,1
1962,8680,14389,35770000,1
1963,8114,19027,32495000,1
1964,7933,17659,42940000,1
1965,7129,14505,44135000,1
1966,8756,13234,34340000,1
1967,9175,15073,25245000,1
1968,7484,11124,53580000,1
1969,5953,12841,37875000,1
1970,5976,15086,39900000,1
1971,7310,13454,27300000,1
1972,7578,18528,39600000,1
1973,6872,17502,27825000,1
1974,5215,11876,41830000,1
1975,7320,19092,31525000,1
1976,5494,14837,31350000,1
1977,8569,15830,23460000,1
1978,5411,12888,51615000,1
1979,8747,15305,34320000,1
1980,5296,17324,27810000,1
1981,7335,17124,45045000,1
1982,6370,11157,32445000,1
1983,5171,11524,48500000,1
1984,6534,19350,22910000,1
1985,6942,17548,38715000,1
1986,6098,13114,24115000,1
1987,7153,11922,51300000,1
1988,8723,12992,46200000,1
1989,7611,11750,40495000,1
1990,8705,19211,28885000,1
1991,8409,17947,31415000,1
1992,5457,14869,29610000,1
1993,7093,13147,25175000,1
1994,6237,11967,27030000,1
1995,8564,17070,32980000,1
1996,9046,11281,44160000,1
1997,6824,18187,39690000,1
1998,7547,12571,30070000,1
1999,6384,17167,38000000,1
2000,5325,15187,37765000,1
2001,7289,10844,26100000,1
2002,8980,14061,37800000,1
2003,7406,12330,39010000,1
2004,8951,12092,45045000,1
2005,7866,15365,49995000,1
2006,5619,19427,42560000,1
2007,7683,13795,32680000,1
2008,9427,17138,26550000,1
2009,7082,13640,44640000,1
2010,7738,13373,35490000,1
2011,7701,14211,44955000,1
2012,8627,10873,25650000,1
2013,7504,14144,35145000,1
2014,8379,11876,26460000,1
2015,5133,11087,50285000,1
2016,7250,12620,39895000,1
2017,5141,18801,53940000,1
2018,5924,16225,51980000,1
2019,5328,12880,31350000,1
2020,6772,17582,34200000,1
2021,6940,16879,31680000,1
2022,6324,16466,38000000,1
2023,8046,19990,39780000,1
2024,6907,17873,54290000,1
2025,5129,19353,39270000,1
2026,9018,10841,38280000,1
2027,9871,13801,30240000,1
2028,6916,10891,24990000,1
2029,7871,16788,30690000,1
2030,9111,15671,31680000,1
2031,6458,11891,33950000,1
2032,7195,14501,35520000,1
2033,6109,14326,35000000,1
2034,9850,10100,39140000,1
2035,9053,15330,41400000,1
2036,6526,16488,34760000,1
2037,5684,16726,44290000,1
2038,5837,12159,38150000,1
2039,7451,10783,36630000,1
2040,5199,19888,38710000,1
2041,7503,18529,42750000,1
2042,7979,14487,31110000,1
2043,5313,11016,51360000,1
2044,5516,18388,47040000,1
2045,6128,11466,43460000,1
2046,7236,16171,23920000,1
2047,8399,15461,23655000,1
2048,8644,18535,27540000,1
2049,5827,11028,45780000,1
2050,7717,14807,47040000,1
2051,7139,12800,40320000,1
2052,6834,14119,27755000,1
2053,8649,11811,49800000,1
2054,9521,11861,30300000,1
2055,8641,18380,52800000,1
2056,5720,19652,43240000,1
2057,5375,15352,24250000,1
2058,7644,12666,31040000,1
2059,5334,13707,33075000,1
2060,5245,19677,38295000,1
2061,9534,15903,27030000,1
2062,7295,15982,24960000,1
2063,7381,11189,43350000,1
2064,9173,11793,38220000,1
2065,7103,10417,44720000,1
2066,5747,10434,25480000,1
2067,9334,18444,46620000,1
2068,9591,15362,43000000,1
2069,5133,14635,33000000,1
2070,9132,19706,44720000,1
2071,5454,18489,32830000,1
2072,5289,12338,27030000,1
2073,8458,19559,30805000,1
2074,7680,13513,46035000,1
2075,9612,14628,42560000,1
2076,9366,15163,38000000,1
2077,5186,15407,29870000,1
2078,5326,19197,21375000,1
2079,9505,14487,52955000,1
2080,9523,13135,43500000,1
2081,5302,16196,29760000,1
2082,8941,18274,47840000,1
2083,7486,16815,24360000,1
2084,6593,15023,32775000,1
2085,6820,16384,43000000,1
2086,8464,18202,23520000,1
2087,8284,17900,46280000,1
2088,6406,11955,28210000,1
2089,8112,19013,38220000,1
2090,6591,15975,33950000,1
2091,9163,12281,34790000,1
2092,8751,16565,27030000,1
2093,7061,11635,30380000,1
2094,7319,11174,35690000,1
2095,8500,17077,42560000,1
2096,8870,13106,27135000,1
2097,6474,11333,34335000,1
2098,9880,19604,47040000,1
2099,5862,19764,28800000,1
2100,100,44,500000,0
2101,100,56,500000,0
2102,109,54,545000,0
2103,96,45,480000,0
2104,79,46,395000,0
2105,100,56,500000,0
2106,118,52,590000,0
2107,85,46,425000,0
2108,111,59,555000,0
2109,78,48,390000,0
2110,102,47,510000,0
2111,106,51,530000,0
2112,109,58,545000,0
2113,89,44,445000,0
2114,118,51,590000,0
2115,104,51,520000,0
2116,102,49,510000,0
2117,115,46,575000,0
2118,111,46,555000,0
2119,88,44,440000,0
2120,98,42,490000,0
2121,103,55,515000,0
2122,86,43,430000,0
2123,93,59,465000,0
2124,100,43,500000,0
2125,100,40,500000,0
2126,92,50,460000,0
2127,109,52,545000,0
2128,112,43,560000,0
2129,75,50,375000,0
2130,100,42,500000,0
2131,89,55,445000,0
2132,88,41,440000,0
2133,95,48,475000,0
2134,100,56,500000,0
2135,108,57,540000,0
2136,100,59,500000,0
2137,103,48,515000,0
2138,108,41,540000,0
2139,101,57,505000,0
2140,103,51,515000,0
2141,102,44,510000,0
2142,84,54,420000,0
2143,98,51,490000,0
2144,101,54,505000,0
2145,105,55,525000,0
2146,100,53,500000,0
2147,87,41,435000,0
2148,112,48,560000,0
2149,98,41,490000,0
2150,98,58,490000,0
2151,81,59,405000,0
2152,103,59,515000,0
2153,98,51,490000,0
2154,104,48,520000,0
2155,112,55,560000,0
2156,105,55,525000,0
2157,89,56,445000,0
2158,75,55,375000,0
2159,104,51,520000,0
2160,96,40,480000,0
2161,100,44,500000,0
2162,115,53,575000,0
2163,108,58,540000,0
2164,93,53,465000,0
2165,112,41,560000,0
2166,101,47,505000,0
2167,93,55,465000,0
2168,88,49,440000,0
2169,110,47,550000,0
2170,93,43,465000,0
2171,102,47,510000,0
2172,107,44,535000,0
2173,107,42,535000,0
2174,83,48,415000,0
2175,92,51,460000,0
2176,107,58,535000,0
2177,90,49,450000,0
2178,97,44,485000,0
2179,89,42,445000,0
2180,93,56,465000,0
2181,105,50,525000,0
2182,105,50,525000,0
2183,87,49,435000,0
2184,107,58,535000,0
2185,110,46,550000,0
2186,102,40,510000,0
2187,96,48,480000,0
2188,94,50,470000,0
2189,106,58,530000,0
2190,118,50,590000,0
2191,99,52,495000,0
2192,90,59,450000,0
2193,99,46,495000,0
2194,105,52,525000,0
2195,94,53,470000,0
2196,74,46,370000,0
2197,94,57,470000,0
2198,94,40,470000,0
2199,102,57,510000,0
2200,109,53,545000,0
2201,94,53,470000,0
2202,85,46,425000,0
2203,108,42,540000,0
2204,92,49,460000,0
2205,102,44,510000,0
2206,106,58,530000,0
2207,97,49,485000,0
2208,86,50,430000,0
2209,91,58,455000,0
2210,95,55,475000,0
2211,111,58,555000,0
2212,93,59,465000,0
2213,105,48,525000,0
2214,103,59,515000,0
2215,109,58,545000,0
2216,113,52,565000,0
2217,91,59,455000,0
2218,104,40,520000,0
2219,118,41,590000,0
2220,94,55,470000,0
2221,102,46,510000,0
2222,82,40,410000,0
2223,105,56,525000,0
2224,107,46,535000,0
2225,89,43,445000,0
2226,84,46,420000,0
2227,106,41,530000,0
2228,98,47,490000,0
2229,100,40,500000,0
2230,110,53,550000,0
2231,108,48,540000,0
2232,107,56,535000,0
2233,101,40,505000,0
2234,112,55,560000,0
2235,105,57,525000,0
2236,101,45,505000,0
2237,91,58,455000,0
2238,107,48,535000,0
2239,105,50,525000,0
2240,99,59,495000,0
2241,107,52,535000,0
2242,98,50,490000,0
2243,94,41,470000,0
2244,103,59,515000,0
2245,94,46,470000,0
2246,103,42,515000,0
2247,112,42,560000,0
2248,111,51,555000,0
2249,92,42,460000,0
2250,107,49,535000,0
2251,101,49,505000,0
2252,105,54,525000,0
2253,93,40,465000,0
2254,97,49,485000,0
2255,104,54,520000,0
2256,81,56,405000,0
2257,91,53,455000,0
2258,109,58,545000,0
2259,108,44,540000,0
2260,91,54,455000,0
2261,105,45,525000,0
2262,104,45,520000,0
2263,94,59,470000,0
2264,94,48,470000,0
2265,82,51,410000,0
2266,100,42,500000,0
2267,94,43,470000,0
2268,94,40,470000,0
2269,102,58,510000,0
2270,96,52,480000,0
2271,93,51,465000,0
2272,114,44,570000,0
2273,94,51,470000,0
2274,100,44,500000,0
2275,103,40,515000,0
2276,118,59,590000,0
2277,107,57,535000,0
2278,89,46,445000,0
2279,109,40,545000,0
2280,100,50,500000,0
2281,104,41,520000,0
2282,100,55,500000,0
2283,92,51,460000,0
2284,98,42,490000,0
2285,102,50,510000,0
2286,112,50,560000,0
2287,98,42,490000,0
2288,101,41,505000,0
2289,96,40,480000,0
2290,91,57,455000,0
2291,100,53,500000,0
2292,100,44,500000,0
2293,121,41,605000,0
2294,70,47,350000,0
2295,98,48,490000,0
2296,104,42,520000,0
2297,102,51,510000,0
2298,96,53,480000,0
2299,91,48,455000,0
2300,108,59,540000,0
2301,97,43,485000,0
2302,103,46,515000,0
2303,92,49,460000,0
2304,103,50,515000,0
2305,85,42,425000,0
2306,104,46,520000,0
2307,86,57,430000,0
2308,98,59,490000,0
2309,93,52,465000,0
2310,78,50,390000,0
2311,87,50,435000,0
2312,93,40,465000,0
2313,94,57,470000,0
2314,106,49,530000,0
2315,102,59,510000,0
2316,100,44,500000,0
2317,91,44,455000,0
2318,117,40,585000,0
2319,104,59,520000,0
2320,105,57,525000,0
2321,103,54,515000,0
2322,109,57,545000,0
2323,87,43,435000,0
2324,91,57,455000,0
2325,88,58,440000,0
2326,83,58,415000,0
2327,93,53,465000,0
2328,86,51,430000,0
2329,102,45,510000,0
2330,103,50,515000,0
2331,97,44,485000,0
2332,89,51,445000,0
2333,91,43,455000,0
